Gene.refGene	OMIM_GeneName	OMIM_Comments	OMIM_Phenotypes
RAB11FIP4, KIAA1821	RAB11 family-interacting protein 4		
MIR193A	Micro RNA 193A		
JJAZ1, KIAA0160	JJAZ1 gene		
LRRC37B	Leucine-rich repeat-containing protein 37B		
RHOT1, MIRO1, ARHT1	Ras homolog gene family, member T1		
ZNF207	Zinc finger protein-207	mapped by FISH to 6p21.3	
PSMD11, S9	Proteasome 26S subunit, non-ATPase, 11		
CDK5R1, p35	Cyclin-dependent kinase 5, regulatory subunit 1		
MYO1D, KIAA0727	Myosin ID		
TMEM98, NNO4	Transmembrane protein 98		Nanophthalmos 4, 615972 (3), Autosomal dominant
SPACA3, LYZL3, SLLP1, LYC3, ALLP17	Sperm acrosome-associated 3		
ACCN1, BNC1, MDEG	Amiloride-sensitive cation channel 1, neuronal (degenerin)		
CCL4L, SCYA4L, LAG1	Chemokine, C-C motif, ligand 4-like		
DEL17q12, C17DELq12	Chromosome 17q12 deletion syndrome		Chromosome 17q12 deletion syndrome, 614527 (4), Autosomal dominant
DUP17q12, C17DUPq12	Chromosome 17q12 duplication syndrome		Chromosome 17q12 duplication syndrome, 614526 (4), Autosomal dominant
HPC11	Prostate cancer, hereditary, 11	associated with rs4430796 and rs7501939	{Prostate cancer, hereditary, 11}, 611955 (2)
PBC5	Biliary cirrhosis, primary, 5	associated with rs9303277	Biliary cirrhosis, primary, 5, 614221 (2)
WT4	Wilms tumor-4		Wilms tumor, type 4, 601363 (2), Autosomal dominant
CCL2, SCYA2, MCP1, MCAF	Small inducible cytokine A2 (monocyte chemotactic protein, homologous to mouse Sig-je)		{Coronary artery disease, modifier of} (3); {HIV-1, resistance to}, 609423 (3); {Mycobacterium tuberculosis, susceptibility to}, 607948 (3); {Spina bifida, susceptibility to}, 182940 (3), Autosomal dominant
CCL7, SCYA7, MCP3	Chemokine, C-C motif, ligand 5	close to ERBB2	
CCL11, SCYA11	Chemokine, C-C motif, ligand 11		{Asthma, susceptibility to}, 600807 (3), Autosomal dominant; {HIV1, resistance to}, 609423 (3)
CCL8, SCYA8	Chemokine, C-C motif, ligand 8		
CCL13, SCYA13, NCC1	Chemokine, C-C motif, ligand 13		
CCL1, SCYA1	Chemokine, C-C motif, ligand 1		
TMEM132E, DFNB99	Transmembrane protein 132E	mutation identified in 1 DFNB99 family	?Deafness, autosomal recessive 99, 618481 (3), Autosomal recessive
CCT6B, CCTZ2	Chaperonin containing T-complex polypeptide 1, subunit 6B		
LIG3	Ligase III, DNA, ATP-dependent		
RFFL	Ring finger and FYVE-like domain containing 1 (rififylin)		
RAD51D, RAD51L3, BROVCA4	RAD51 paralog D		{Breast-ovarian cancer, familial, susceptibility to, 4}, 614291 (3)
UNC45B, SMUNC45, CTRCT43	unc-45 myosin chaperone B	mutation identified in 1 CTRCT43 family	?Cataract 43, 616279 (3), Autosomal dominant
SLFN5	Schlafen family, member 5		
SLFN11	Schlafen family, member 11		
SLFN12	Schlafen family, member 12		
SLFN13	Schlafen family, member 13		
SLFN12L	Schlafen family, member 12-like		
SLFN14, BDPLT20	Schlafen family, member 14		Bleeding disorder, platelet-type, 20, 616913 (3), Autosomal dominant
PEX12, PBD3A	Peroxisome biogenesis factor 12		Peroxisome biogenesis disorder 3A (Zellweger), 614859 (3), Autosomal recessive; Peroxisome biogenesis disorder 3B, 266510 (3), Autosomal recessive
AP2B1, CLAPB1, ADTB2	Adaptor-related protein complex 2, beta 1 subunit		
RASL10B, RRP17	Ras-like, family 10, member B		
GAS2L2, GAR17, CILD41	Growth arrest-specific 2-like 2	mutation identified in 1 CILD41 patient	?Ciliary dyskinesia, primary, 41, 618449 (3), Autosomal recessive
MMP28	Matrix metalloproteinase 28		
TAF15, TAF2N, RBP56	TAF15 RNA polymerase II, TATA box-binding protein-associated factor, 68kD	fusion gene with CSMF	Chondrosarcoma, extraskeletal myxoid, 612237 (1)
CCL5, SCYA5, D17S136E, TCP228	Chemokine, C-C motif, ligand 5		{HIV-1 disease, delayed progression of} (3); {HIV-1 disease, rapid progression of} (3)
RDM1	RAD52 motif-containing protein 1		
LYZL6	Lysozyme-like 6		
CCL16, SCYA16, NCC4	Chemokine, C-C motif, ligand 16		
CCL14, SCYA14, NCC2	Chemokine, C-C motif, ligand 14		
CCL15, SCYA15, NCC3, LKN1	Chemokine, C-C motif, ligand 15		
CCL23, SCYA23	Chemokine, C-C motif, ligand 23		
CCL18, SCYA18, PARC, AMAC1, DCCK1	Chemokine, C-C motif, ligand 18	in 47kb, CCL18-CCL3-CCL4	
CCL3, SCYA3, MIP1A	Chemokine, C-C motif, ligand 3	in 47kb, CCL18-CCL3-CCL4	{HIV infection, resistance to}, 609423 (2)
CCL4, SCYA4, ACT2, MIP1B, AT744.1	Chemokine, C-C motif, ligand 4		
TBC1D3B, PRC17	TBC1 domain family, member 3B		
CCL4L2	Chemokine, CC motif, ligand 4-like 2		
TBC1D3G	TBC1 domain family, member 3G		
TBC1D3H	TBC1 domain family, member 3H		
TBC1D3F	TBC1 domain family, member 3F		
ZNHIT3, TRIP3, PEHO	Zinc finger HIT domain-containing protein 3		PEHO syndrome, 260565 (3), Autosomal recessive
MYO19, MYOHD1	Myosin XIX		
PIGW, HPMRS5	Phosphatidylinositol glycan, class W		Glycosylphosphatidylinositol biosynthesis defect 11, 616025 (3), Autosomal recessive
GGNBP2, DIF3, LCRG1, LZK1	Gametogenetin-binding protein 2		
DHRS11, SDR24C1	Short-chain dehydrogenase reductase family, member 11		
MRM1	Mitochondrial ribosomal RNA methyltransferase 1		
LHX1, LIM1	LIM/homeodomain protein LHX1	previously mapped to 11p13-p12 by FISH	
AATF, CHE1	Apoptosis-antagonizing transcription factor		
ACACA, ACAC, ACC1, ACACAD	Acetyl-Coenzyme A carboxylase, alpha	proximal to q21.33; others put at 17q12	Acetyl-CoA carboxylase deficiency, 613933 (1), Autosomal recessive
TADA2L, TADA2A, ADA2A	Transcriptional adaptor 2A		
DUSP14, MKP6	Dual-specificity phosphatase 14		
AP1GBP1, SYNG	Adaptor-related protein complex 1 gamma subunit-binding protein 1		
DDX52, ROK1, HUSSY19	DEAD box polypeptide 52		
HNF1B, TCF2, HNF2, MODY5, FJHN, HPC11	HNF1 homeobox B (transcription factor 2)		Diabetes mellitus, noninsulin-dependent, 125853 (3), Autosomal dominant; {Renal cell carcinoma}, 144700 (3); Renal cysts and diabetes syndrome, 137920 (3), Autosomal dominant
TBC1D3D	TBC1 domain family, member 3D		
TBC1D3C	TBC1 domain family, member 3C		
TBC1D3E	TBC1 domain family, member 3E		
TBC1D3, PRC17, TBC1D3A	TBC1D3 gene		
MRPL45	Mitochondrial ribosomal protein L45	pseudogenes on 2 and 17	
GPR179, GPR158L, GPR158L1, CSNB1E	G protein-coupled receptor 179		Night blindness, congenital stationary (complete), 1E, autosomal recessive, 614565 (3), Autosomal recessive
ARHGAP23, KIAA1501	RHO GTPase-activating protein 23		
SRCIN1, SNIP, KIAA1684	Src kinase signaling inhibitor 1		
EPOP, C17orf96	Elongin BC- and polycomb repressive complex 2-associated protein		
MLLT6, AF17	Myeloid/lymphoid or mixed-lineage leukemia, translocated to, 6		
CISD3, MINER2	CDGSH iron sulfur domain protein 3		
RNF110, ZNF144, MEL18, TPFS	Ring finger protein 110 (zinc finger protein-144)		Turnpenny-Fry syndrome, 618371 (3), Autosomal dominant
PSMB3	Proteasome subunit, beta type, 3	previously assigned to 2q35	
PIP4K2B, PIP5P4KB, PIP5K2B	Phosphatidylinositol 5-phosphate 4-kinase, type II, beta		
RPL23	Ribosomal protein L23		
LASP1, MLN50	LIM and SH3 protein 1	fused to MLL in AML	
LINC00672	Long intergenic noncoding RNA 672		
FBXO47	F-box only protein 47		
PLXDC1, TEM7	Plexin domain containing 1		
CACNB1, CACNLB1, CCHLB1	Calcium channel, voltage-dependent, beta 1 subunit		
RPL19	Ribosomal protein L19		
FBXL20, FBL20, FBL2, SCR	F-box and leucine-rich repeat protein 20		
MED1, PPARBP, PBP, TRAP220	Mediator complex subunit 1 (peroxisome proliferator-activated receptor-binding protein)		
CDK12, CRKRS, CRK7, KIAA0904	Cyclin-dependent kinase 12		
NEUROD2, EIEE72	Neurogenic differentiation 2		Epileptic encephalopathy, early infantile, 72, 618374 (3), Autosomal dominant
STARD3, MLN64	Start domain-containing protein 3		
TCAP, LGMDR7, CMH25	Telethonin		Cardiomyopathy, hypertrophic, 25, 607487 (3), Autosomal dominant; Muscular dystrophy, limb-girdle, autosomal recessive 7, 601954 (3), Autosomal recessive
PNMT, PENT	Phenylethanolamine N-methyltransferase		
PGAP3, PERLD1, CAB2, MGC9753, HPMRS4	Post-GPI attachment to proteins 3		Hyperphosphatasia with mental retardation syndrome 4, 615716 (3), Autosomal recessive
ERBB2, NGL, NEU, HER2	Avian erythroblastic leukemia viral (v-erb-b2) oncogene homolog 2 (neuro/glioblastoma derived oncogene homolog)		Adenocarcinoma of lung, somatic, 211980 (3); Gastric cancer, somatic, 613659 (3); Glioblastoma, somatic, 137800 (3); Ovarian cancer, somatic (3)
MIEN1, C17orf37, RDX12	Migration and invasion enhancer 1		
GRB7	Growth factor receptor-bound protein 7		
IKZF3, ZNFN1A3, AIOLOS	Ikaros family zinc finger 3		
ASRT6	Asthma-related traits, susceptibility to, 6	strongly associated with rs7216389	{Asthma-related traits, susceptibility to, 6}, 611403 (2)
AUTS7	Autism, susceptibility to, 7	max lod at D17S2180	{Autism susceptibility 7}, 610676 (2)
HPC9	Prostate cancer, hereditary, 9	max LOD at D17S1820	{Prostate cancer, hereditary, 9}, 610997 (2)
MYP5	Myopia 5	between D17S787 and D17S1811	Myopia 5, 608474 (2), Autosomal dominant
PTLAH, FPAH	Patella aplasia or hypoplasia		Patella aplasia or hypoplasia, 168860 (2), Autosomal dominant
ZPBP2, ZPBPL	Zona pellucida-binding protein 2		
GSDMB, GSDML	Gasdermin B		
ORMDL3	ORM1-like protein 3		
GSDMA, GSDM1, GSDM	Gasdermin A		
PSMD3, RPN3	Proteasome 26S subunit, non-ATPase, 3		
CSF3, GCSF	Colony-stimulating factor-3 (granulocyte)		
MED24, TRAP100, KIAA0130	Mediator complex subunit 24		
THRA, ERBA1, THRA1, CHNG6	Thyroid hormone receptor, alpha (oncogene ERBA1)		Hypothyroidism, congenital, nongoitrous, 6, 614450 (3), Autosomal dominant
NR1D1, THRAL, EAR1	Nuclear receptor 1, subfamily D, member 1 (thyroid hormone receptor, alpha-1-like)		
MSL1	MSL complex subunit 1		
MLN51, CASC3	MLN51 gene		
IBD22	Inflammatory bowel disease 22	associated with rs744166	{Inflammatory bowel disease 22}, 612380 (2)
WIRE, WICH	WASP-interacting protein-related protein		
CDC6, CDC18L, MGORS5	Cell division cycle 6	mutation identified in 1 MGORS5 patient	?Meier-Gorlin syndrome 5, 613805 (3), Autosomal recessive
RARA	Retinoic acid receptor, alpha polypeptide	fused with MYL in APL	Leukemia, acute promyelocytic, 612376 (1)
GJD3, GJC1, CX31.9	Gap junction protein, delta-3 (31.9kD)		
TOP2A, TOP2	Topoisomerase (DNA) II, alpha, 170kD		DNA topoisomerase II, resistance to inhibition of, by amsacrine (3)
IGFBP4	Insulin-like growth factor-binding protein-4		
TNS4, CTEN	Tensin 4		
CCR7, CMKBR7, EBI1	Chemokine (C-C) receptor 7 (Epstein-Barr virus induced gene 1)		
SMARCE1, BAF57, CSS5	SWI/SNF-related, matrix-associated, actin-dependent regulator of chromatin, subfamily E, member 1		Coffin-Siris syndrome 5, 616938 (3), Autosomal dominant; {Meningioma, familial, susceptibility to}, 607174 (3), Autosomal dominant
KRT24, FLJ20261	Keratin 24		
KRT25, K25, KRT24IRS1, ARWH3	Keratin 25, type I		Woolly hair, autosomal recessive 3, 616760 (3), Autosomal recessive
KRT26, K25, K25B, K25IRS2	Keratin 26, type I		
KRT27, KRT25C, K25IRS3	Keratin 27, type I		
KRT28, K25D, K25IRS4	Keratin 28, type I		
KRT10, EHK, BCIE, BIE	Keratin 10	in cluster of class I keratins	Epidermolytic hyperkeratosis, 113800 (3), Autosomal recessive, Autosomal dominant; Ichthyosis with confetti, 609165 (3), Autosomal dominant; Ichthyosis, cyclic, with epidermolytic hyperkeratosis, 607602 (3), Autosomal dominant
KRT12	Keratin 12		Meesmann corneal dystrophy, 122100 (3), Autosomal dominant
KRT20, CD20, KRT21	Keratin 20		
KRT23	Keratin 23		
KRT39	Keratin 38, type I		
KRT40, KA36	Keratin 40, type I		
KRTAP-15, KAP1.5	Keratin-associated protein 1-5		
KRTAP1-4, KAP1.4	Keratin-associated protein 1-4		
KRTAP1-3, KAP1.3, KAP1.2, KAP1.9	Keratin-associated protein 1-3		
KRTAP1-1, KAP1.1, KAP1.7, KAP1.6	Keratin-associated protein 1-1		
KRT33A, KRTHA3A, HA3I	Keratin 33A		
KRT33B, KRTHA3A, HA3II	Keratin 33B		
KRT34, KRTHA4, HA4	Keratin 34		
KRT31, KRTHA1, HA1	Keratin 31		
KRT37, KRTHA7, HA7	Keratin 37		
KRT38,  KRTHA8, HA8	Keratin 38		
KRT32, KRTHA2, HA2	Keratin 32		
KRT35, KRTHA5	Keratin 35		
KRT36, KRTHA6, HA6	Keratin 36		
KRT13, WSN2	Keratin 13	in same PFGE fragment as KRT10, KRT15	White sponge nevus 2, 615785 (3), Autosomal dominant
KRT15	Keratin 15	tightly linked to Hox-2 in mouse	
KRT19	Keratin 19	probably 17q21-q22	
KRT9, EPPK	Keratin 9		Palmoplantar keratoderma, epidermolytic, 144200 (3), Autosomal dominant
KRT14	Keratin 14		Dermatopathia pigmentosa reticularis, 125595 (3), Autosomal dominant; Epidermolysis bullosa simplex, Dowling-Meara type, 131760 (3), Autosomal dominant; Epidermolysis bullosa simplex, Koebner type, 131900 (3), Autosomal dominant; Epidermolysis bullosa simplex, Weber-Cockayne type, 131800 (3), Autosomal dominant; Epidermolysis bullosa simplex, recessive 1, 601001 (3), Autosomal recessive; Naegeli-Franceschetti-Jadassohn syndrome, 161000 (3), Autosomal dominant
KRT16, FNEPPK, PC1	Keratin 16	probably 17q21-q22	Pachyonychia congenita 1, 167200 (3), Autosomal dominant; Palmoplantar keratoderma, nonepidermolytic, focal, 613000 (3), Autosomal dominant
KRT17, PC2, PCHC1	Keratin 17	~5' to KRT16; probably 17q21-q22	Pachyonychia congenita 2, 167210 (3), Autosomal dominant; Steatocystoma multiplex, 184500 (3), Autosomal dominant
GAS, GAST	Gastrin		
HAP1, HLP, HAP2	Huntingtin-associated protein 1 (neuroan 1)		
JUP, DP3, PDGB, ARVD12	Junction plakoglobin	incorrectly mapped to 7; close to BRCA1	Arrhythmogenic right ventricular dysplasia 12, 611528 (3), Autosomal dominant; Naxos disease, 601214 (3), Autosomal recessive
P3H4, SC65, LEPREL4	Proyly 3-hydroxylase 4		
FKBP10, FKBP65, OI11, BRKS1	FK506-binding protein 10		Bruck syndrome 1, 259450 (3), Autosomal recessive; Osteogenesis imperfecta, type XI, 610968 (3), Autosomal recessive
KLHL10, SPGF11	Kelch-like 10		Spermatogenic failure 11, 615081 (3), Autosomal dominant
ACLY	ATP citrate lyase		
TTC25, CILD35	Tetratricopeptide repeat domain-containing protein 25		Ciliary dyskinesia, primary, 35, 617092 (3), Autosomal recessive
CNP, CNP1	2', 3' cyclic nucleotide 3' phosphohydrolase	flanked by THRA1 and NGFR	
DANJC7, TTC2, TPR2	DnaJ, E. coli, homolog of, subfamily C, member 7 (tetratricopeptide repeat domain 2)		
NKIRAS2, KBRAS2	NFKB inhibitor-interacting Ras-like protein 2		
DHX58, LGP2, D11LGP2	DEAH (Asp-Glu-Ala-His) box polypeptide 58		
KAT2A, GCN5L2, GCN5	K(lysine) acetyltransferase 2A		
HSPB9	Heat-shock 27kD protein 9		
RAB5C, RABL	Ras-associated protein RAB5c		
HCRT, OX, NRCLP1	Hypocretin	mutation identified in 1 NRCLP1 patient	?Narcolepsy 1, 161400 (3), Autosomal dominant
STAT5B	Signal transducer and activator of transcription 5B	fused with RARA in PML	Growth hormone insensitivity with immunodeficiency, 245590 (3); Leukemia, acute promyelocytic, somatic, 102578 (3)
STAT5A, STAT5, MGF	Signal transducer and activator of transcription 5a		
STAT3, APRF, HIES, ADMIO1	Signal transducer and activator of transcription-3 (acute-phase response factor)		Autoimmune disease, multisystem, infantile-onset, 1, 615952 (3), Autosomal dominant; Hyper-IgE recurrent infection syndrome, 147060 (3), Autosomal dominant
CAVIN1, PTRF	Caveolae-associated protein 1		Lipodystrophy, congenital generalized, type 4, 613327 (3), Autosomal recessive
ATP6V0A1, ATP6N1A, VPP1	ATPase, H+ transporting, V0 subunit A1		
NAGLU, MPS3B, CMT2V	N-acetylglucosaminidase, alpha-	mutation identified in 1 CMT2V family	?Charcot-Marie-Tooth disease, axonal, type 2V, 616491 (3), Autosomal dominant; Mucopolysaccharidosis type IIIB (Sanfilippo B), 252920 (3), Autosomal recessive
HSD17B1, EDH17B2	Estradiol 17-beta-dehydrogenase-1		
COASY, NBIA6, PCH12	Coenzyme A synthase		Neurodegeneration with brain iron accumulation 6, 615643 (3), Autosomal recessive; Pontocerebellar hypoplasia, type 12, 618266 (3), Autosomal recessive
MLX, TCFL4	MAX-like protein X		
PSMC3IP, TBPIP, GT198, HOP2, ODG3	PSMC3-interacting protein		Ovarian dysgenesis 3, 614324 (3), Autosomal recessive
FAM134C	Family with sequence similarity 134, member C		
TUBG1, CDCBM4	Tubulin, gamma 1		Cortical dysplasia, complex, with other brain malformations 4, 615412 (3), Autosomal dominant
TUBG2	Tubulin, gamma 2	pseudogene on chr. 7	
CCR10, GPR2	Chemokine (C-C) receptor 10		
CNTNAP1, CASPR, P190, CHN3	Contactin-associated protein 1		Hypomyelinating neuropathy, congenital, 3, 618186 (3), Autosomal recessive; Lethal congenital contracture syndrome 7, 616286 (3), Autosomal recessive
EZH1	Enhancer of zeste, Drosophila, homolog of, 1		
RAMP2	Receptor activity-modifying protein 2		
VPS25, FAP20	Vacuolar protein sorting 25, S. cerevisiae, homolog of		
WNK4, PRKWNK4, PHA2B	WNK lysine deficient protein kinase 4		Pseudohypoaldosteronism, type IIB, 614491 (3), Autosomal dominant
COA3, CCDC56	Cytochrome c oxidase assembly factor 3		
CNTD1, COSA1	Cyclin N-terminal domain-containing protein 1		
DUP17q21.31, C17DUPq21.31	Chromosome 17q21.31 duplication syndrome	contiguous gene duplication syndrome	Chromosome 17q21.31 duplication syndrome, 613533 (4)
ERDA1	Expanded repeat domain, CAG/CTG, 1	no apparent pathology	
MRT35	Mental retardation, autosomal recessive 35	between rs4792947 and rs11079258	Mental retardation, autosomal recessive 35, 615162 (2), Autosomal recessive
BECN1	Beclin 1		
PSME3, PA28G	Proteasome activator subunit 3		
AOC2, RAO	Amine oxidase, copper-containing, 2		
AOC3, HPAO, VAP1	Amine oxidase, copper-containing 3		
G6PC, G6PT	Glucose-6-phosphatase, catalytic		Glycogen storage disease Ia, 232200 (3), Autosomal recessive
AARSD1	Alanyl-tRNA synthetase domain-containing 1		
RPL27, DBA16	Ribosomal protein L27	mutation identified in 1 DBA16 patient	?Diamond-Blackfan anemia 16, 617408 (3), Autosomal dominant
IFI35	Interferon-induced protein-35		
VAT1	Vesicle amine transport protein 1		
RND2, ARHN, RHO7	Ras homolog gene family, member N (GTP-binding protein Rho7)		
BRCA1, PSCP, BROVCA1, PNCA4, FANCS	Breast cancer-1 gene		{Breast-ovarian cancer, familial, 1}, 604370 (3), Autosomal dominant, Multifactorial; Fanconi anemia, complementation group S, 617883 (3), Autosomal recessive; {Pancreatic cancer, susceptibility to, 4}, 614320 (3)
NBR1, M17S2	Neighbor of BRCA1 gene 1 (membrane component, chromosome 17, surface marker 2)		
RNU2-1, RNU2	RNA, U2 small nuclear, 1		
ARL4D, ARF4L	ADP-ribosylation factor-like 4D		
DHX8, DDX8, HRH1	DEAH (Asp-Glu-Ala-His) box polypeptide 8		
ETV4	ETS variant gene-4 (E1A enhancer-binding protein, E1AF)		
MEOX1, MOX1, KFS2	Mesenchyme homeo box 1 (Mox1, mouse, homolog of)		Klippel-Feil syndrome 2, 214300 (3), Autosomal recessive
SOST, VBCH, CDD, SOST1	Sclerostin		Craniodiaphyseal dysplasia, autosomal dominant, 122860 (3), Autosomal dominant; Sclerosteosis 1, 269500 (3), Autosomal recessive; Van Buchem disease, 239100 (3), Autosomal recessive
DUSP3, VHR	Dual specificity phosphatase-3 (vaccinia virus phosphatase VH1-related)		
MPP3, DLG3	Membrane protein, palmitoylated-3 (MAGUK p55 subfamily member 3)		
CD300LG, TREM4, CLM9	CD300 antigen-like family, member G		
MPP2, DLG2	Membrane protein, palmitoylated-2 (MAGUK p55 subfamily member 2)		
PPY	Pancreatic polypeptide	in rat, close to GH	
PYY	Peptide YY	10kb from PPY	
NAGS	N-acetylglutamate synthase		N-acetylglutamate synthase deficiency, 237310 (3), Autosomal recessive
LSM12	LSM12, S. cerevisiae, homolog of		
G6PC3, UGRP, SCN4	Glucose-6-phosphatase, catalytic, 3		Dursun syndrome, 612541 (3), Autosomal recessive; Neutropenia, severe congenital 4, autosomal recessive, 612541 (3), Autosomal recessive
HDAC5	Histone deacetylase 5		
ASB16	Ankyrin repeat- and SOCS box-containing protein 16		
UBTF, UBF, CONDBA	Upstream binding transcription factor, RNA polymerase I		Neurodegeneration, childhood-onset, with brain atrophy, 617672 (3), Autosomal dominant
